scene,referring_expression
"[{'type': 'bottle', 'color': 'red', 'position': 'right', 'size': 'big'}, {'type': 'cup', 'color': 'red', 'position': 'left', 'size': 'big'}, {'type': 'cup', 'color': 'red', 'position': 'left', 'size': 'small'}, {'type': 'cup', 'color': 'red', 'position': 'left', 'size': 'small'}, {'type': 'cup', 'color': 'red', 'position': 'right', 'size': 'small'}]",cup
"[{'type': 'bottle', 'color': 'red', 'position': 'right', 'size': 'big'}, {'type': 'bottle', 'color': 'red', 'position': 'right', 'size': 'big'}, {'type': 'cup', 'color': 'red', 'position': 'left', 'size': 'small'}, {'type': 'bottle', 'color': 'red', 'position': 'right', 'size': 'big'}, {'type': 'cup', 'color': 'blue', 'position': 'right', 'size': 'small'}, {'type': 'cup', 'color': 'red', 'position': 'right', 'size': 'small'}]",cup
"[{'type': 'cup', 'color': 'blue', 'position': 'left', 'size': 'big'}, {'type': 'bottle', 'color': 'red', 'position': 'right', 'size': 'big'}, {'type': 'cup', 'color': 'red', 'position': 'left', 'size': 'small'}, {'type': 'bottle', 'color': 'red', 'position': 'left', 'size': 'small'}, {'type': 'cup', 'color': 'blue', 'position': 'right', 'size': 'small'}, {'type': 'cup', 'color': 'red', 'position': 'right', 'size': 'small'}]",cup
"[{'type': 'cup', 'color': 'red', 'position': 'left', 'size': 'small'}, {'type': 'bottle', 'color': 'red', 'position': 'right', 'size': 'big'}, {'type': 'bottle', 'color': 'red', 'position': 'right', 'size': 'big'}]",bottle
"[{'type': 'bottle', 'color': 'blue', 'position': 'left', 'size': 'small'}, {'type': 'bottle', 'color': 'red', 'position': 'left', 'size': 'small'}, {'type': 'bottle', 'color': 'blue', 'position': 'right', 'size': 'small'}, {'type': 'bottle', 'color': 'blue', 'position': 'right', 'size': 'big'}]",bottle
"[{'type': 'cup', 'color': 'red', 'position': 'left', 'size': 'big'}, {'type': 'cup', 'color': 'red', 'position': 'right', 'size': 'small'}]",cup
"[{'type': 'cup', 'color': 'red', 'position': 'right', 'size': 'big'}, {'type': 'cup', 'color': 'blue', 'position': 'right', 'size': 'big'}, {'type': 'cup', 'color': 'red', 'position': 'right', 'size': 'big'}]",cup
"[{'type': 'cup', 'color': 'red', 'position': 'right', 'size': 'small'}, {'type': 'cup', 'color': 'red', 'position': 'right', 'size': 'big'}, {'type': 'bottle', 'color': 'red', 'position': 'left', 'size': 'big'}]",bottle
"[{'type': 'bottle', 'color': 'blue', 'position': 'left', 'size': 'small'}, {'type': 'bottle', 'color': 'red', 'position': 'right', 'size': 'big'}, {'type': 'bottle', 'color': 'red', 'position': 'left', 'size': 'small'}, {'type': 'cup', 'color': 'red', 'position': 'left', 'size': 'small'}, {'type': 'bottle', 'color': 'red', 'position': 'right', 'size': 'small'}, {'type': 'bottle', 'color': 'blue', 'position': 'right', 'size': 'small'}, {'type': 'bottle', 'color': 'blue', 'position': 'right', 'size': 'big'}]",bottle
"[{'type': 'cup', 'color': 'red', 'position': 'left', 'size': 'small'}, {'type': 'bottle', 'color': 'blue', 'position': 'right', 'size': 'big'}, {'type': 'cup', 'color': 'red', 'position': 'left', 'size': 'big'}, {'type': 'cup', 'color': 'red', 'position': 'left', 'size': 'small'}, {'type': 'bottle', 'color': 'red', 'position': 'right', 'size': 'big'}]",cup
"[{'type': 'bottle', 'color': 'blue', 'position': 'left', 'size': 'big'}, {'type': 'cup', 'color': 'red', 'position': 'left', 'size': 'big'}, {'type': 'bottle', 'color': 'red', 'position': 'left', 'size': 'big'}, {'type': 'bottle', 'color': 'blue', 'position': 'left', 'size': 'small'}, {'type': 'cup', 'color': 'red', 'position': 'right', 'size': 'small'}, {'type': 'bottle', 'color': 'blue', 'position': 'right', 'size': 'small'}, {'type': 'cup', 'color': 'red', 'position': 'left', 'size': 'small'}]",cup
"[{'type': 'cup', 'color': 'blue', 'position': 'left', 'size': 'small'}, {'type': 'bottle', 'color': 'blue', 'position': 'left', 'size': 'small'}, {'type': 'cup', 'color': 'blue', 'position': 'left', 'size': 'small'}, {'type': 'cup', 'color': 'red', 'position': 'left', 'size': 'small'}, {'type': 'cup', 'color': 'blue', 'position': 'right', 'size': 'big'}]",cup
"[{'type': 'cup', 'color': 'blue', 'position': 'left', 'size': 'small'}, {'type': 'cup', 'color': 'red', 'position': 'right', 'size': 'small'}, {'type': 'cup', 'color': 'blue', 'position': 'left', 'size': 'big'}, {'type': 'bottle', 'color': 'blue', 'position': 'left', 'size': 'big'}, {'type': 'cup', 'color': 'red', 'position': 'left', 'size': 'big'}, {'type': 'cup', 'color': 'blue', 'position': 'right', 'size': 'small'}, {'type': 'bottle', 'color': 'blue', 'position': 'left', 'size': 'big'}, {'type': 'cup', 'color': 'blue', 'position': 'left', 'size': 'small'}, {'type': 'bottle', 'color': 'blue', 'position': 'right', 'size': 'small'}]",bottle
"[{'type': 'bottle', 'color': 'red', 'position': 'right', 'size': 'big'}, {'type': 'cup', 'color': 'red', 'position': 'right', 'size': 'big'}, {'type': 'cup', 'color': 'red', 'position': 'left', 'size': 'small'}, {'type': 'bottle', 'color': 'red', 'position': 'left', 'size': 'small'}, {'type': 'cup', 'color': 'blue', 'position': 'right', 'size': 'big'}, {'type': 'bottle', 'color': 'blue', 'position': 'right', 'size': 'small'}, {'type': 'cup', 'color': 'red', 'position': 'right', 'size': 'small'}, {'type': 'bottle', 'color': 'blue', 'position': 'right', 'size': 'small'}, {'type': 'cup', 'color': 'red', 'position': 'left', 'size': 'big'}, {'type': 'bottle', 'color': 'blue', 'position': 'left', 'size': 'small'}]",cup
"[{'type': 'cup', 'color': 'blue', 'position': 'right', 'size': 'big'}, {'type': 'cup', 'color': 'blue', 'position': 'left', 'size': 'big'}, {'type': 'bottle', 'color': 'red', 'position': 'left', 'size': 'small'}, {'type': 'cup', 'color': 'blue', 'position': 'right', 'size': 'big'}, {'type': 'bottle', 'color': 'red', 'position': 'right', 'size': 'big'}, {'type': 'bottle', 'color': 'red', 'position': 'left', 'size': 'big'}]",cup
"[{'type': 'bottle', 'color': 'blue', 'position': 'left', 'size': 'small'}, {'type': 'bottle', 'color': 'blue', 'position': 'left', 'size': 'big'}, {'type': 'cup', 'color': 'red', 'position': 'left', 'size': 'small'}, {'type': 'cup', 'color': 'red', 'position': 'right', 'size': 'big'}, {'type': 'cup', 'color': 'red', 'position': 'left', 'size': 'big'}, {'type': 'cup', 'color': 'red', 'position': 'right', 'size': 'big'}, {'type': 'bottle', 'color': 'red', 'position': 'right', 'size': 'big'}]",cup
"[{'type': 'cup', 'color': 'red', 'position': 'right', 'size': 'small'}, {'type': 'cup', 'color': 'red', 'position': 'right', 'size': 'small'}, {'type': 'bottle', 'color': 'blue', 'position': 'right', 'size': 'small'}, {'type': 'bottle', 'color': 'blue', 'position': 'left', 'size': 'big'}, {'type': 'bottle', 'color': 'blue', 'position': 'right', 'size': 'small'}, {'type': 'cup', 'color': 'red', 'position': 'left', 'size': 'small'}]",cup
"[{'type': 'cup', 'color': 'blue', 'position': 'left', 'size': 'big'}, {'type': 'bottle', 'color': 'blue', 'position': 'right', 'size': 'big'}, {'type': 'bottle', 'color': 'red', 'position': 'right', 'size': 'big'}, {'type': 'cup', 'color': 'red', 'position': 'left', 'size': 'big'}, {'type': 'cup', 'color': 'blue', 'position': 'right', 'size': 'small'}]",cup
"[{'type': 'bottle', 'color': 'red', 'position': 'right', 'size': 'big'}, {'type': 'bottle', 'color': 'blue', 'position': 'right', 'size': 'small'}, {'type': 'bottle', 'color': 'red', 'position': 'right', 'size': 'big'}, {'type': 'cup', 'color': 'red', 'position': 'left', 'size': 'big'}, {'type': 'bottle', 'color': 'blue', 'position': 'right', 'size': 'big'}, {'type': 'bottle', 'color': 'blue', 'position': 'left', 'size': 'big'}, {'type': 'bottle', 'color': 'red', 'position': 'right', 'size': 'big'}, {'type': 'bottle', 'color': 'blue', 'position': 'left', 'size': 'big'}, {'type': 'bottle', 'color': 'red', 'position': 'left', 'size': 'small'}, {'type': 'bottle', 'color': 'blue', 'position': 'left', 'size': 'small'}]",bottle
"[{'type': 'cup', 'color': 'red', 'position': 'left', 'size': 'big'}, {'type': 'cup', 'color': 'blue', 'position': 'right', 'size': 'small'}]",cup
"[{'type': 'bottle', 'color': 'blue', 'position': 'right', 'size': 'big'}, {'type': 'bottle', 'color': 'blue', 'position': 'right', 'size': 'small'}, {'type': 'bottle', 'color': 'blue', 'position': 'left', 'size': 'small'}, {'type': 'bottle', 'color': 'blue', 'position': 'right', 'size': 'small'}, {'type': 'cup', 'color': 'blue', 'position': 'left', 'size': 'big'}, {'type': 'bottle', 'color': 'blue', 'position': 'right', 'size': 'small'}, {'type': 'bottle', 'color': 'blue', 'position': 'right', 'size': 'small'}, {'type': 'bottle', 'color': 'red', 'position': 'left', 'size': 'big'}, {'type': 'cup', 'color': 'blue', 'position': 'right', 'size': 'small'}, {'type': 'bottle', 'color': 'blue', 'position': 'left', 'size': 'big'}]",bottle
"[{'type': 'cup', 'color': 'red', 'position': 'left', 'size': 'small'}, {'type': 'cup', 'color': 'blue', 'position': 'left', 'size': 'big'}, {'type': 'bottle', 'color': 'red', 'position': 'right', 'size': 'small'}, {'type': 'bottle', 'color': 'red', 'position': 'left', 'size': 'small'}, {'type': 'cup', 'color': 'red', 'position': 'right', 'size': 'small'}, {'type': 'bottle', 'color': 'red', 'position': 'right', 'size': 'big'}, {'type': 'cup', 'color': 'blue', 'position': 'right', 'size': 'small'}, {'type': 'cup', 'color': 'red', 'position': 'right', 'size': 'big'}, {'type': 'bottle', 'color': 'red', 'position': 'left', 'size': 'big'}]",cup
"[{'type': 'bottle', 'color': 'blue', 'position': 'left', 'size': 'big'}, {'type': 'bottle', 'color': 'red', 'position': 'right', 'size': 'big'}, {'type': 'bottle', 'color': 'blue', 'position': 'right', 'size': 'small'}, {'type': 'cup', 'color': 'blue', 'position': 'left', 'size': 'small'}, {'type': 'bottle', 'color': 'red', 'position': 'left', 'size': 'big'}, {'type': 'bottle', 'color': 'blue', 'position': 'left', 'size': 'big'}]",bottle
"[{'type': 'cup', 'color': 'blue', 'position': 'right', 'size': 'big'}, {'type': 'bottle', 'color': 'red', 'position': 'left', 'size': 'big'}, {'type': 'bottle', 'color': 'red', 'position': 'left', 'size': 'small'}, {'type': 'cup', 'color': 'blue', 'position': 'right', 'size': 'big'}, {'type': 'cup', 'color': 'blue', 'position': 'right', 'size': 'small'}, {'type': 'bottle', 'color': 'red', 'position': 'right', 'size': 'small'}, {'type': 'bottle', 'color': 'blue', 'position': 'left', 'size': 'big'}]",cup
"[{'type': 'bottle', 'color': 'blue', 'position': 'left', 'size': 'big'}, {'type': 'bottle', 'color': 'red', 'position': 'right', 'size': 'small'}, {'type': 'bottle', 'color': 'blue', 'position': 'right', 'size': 'small'}, {'type': 'bottle', 'color': 'blue', 'position': 'right', 'size': 'big'}, {'type': 'bottle', 'color': 'blue', 'position': 'right', 'size': 'big'}]",cup
"[{'type': 'bottle', 'color': 'blue', 'position': 'left', 'size': 'small'}, {'type': 'cup', 'color': 'red', 'position': 'right', 'size': 'big'}]",bottle
"[{'type': 'cup', 'color': 'red', 'position': 'left', 'size': 'big'}, {'type': 'cup', 'color': 'blue', 'position': 'left', 'size': 'small'}, {'type': 'cup', 'color': 'red', 'position': 'left', 'size': 'small'}]",cup
"[{'type': 'cup', 'color': 'red', 'position': 'left', 'size': 'big'}, {'type': 'bottle', 'color': 'red', 'position': 'right', 'size': 'small'}]",cup
"[{'type': 'cup', 'color': 'red', 'position': 'right', 'size': 'small'}, {'type': 'cup', 'color': 'red', 'position': 'right', 'size': 'big'}, {'type': 'cup', 'color': 'red', 'position': 'right', 'size': 'big'}, {'type': 'bottle', 'color': 'blue', 'position': 'right', 'size': 'big'}, {'type': 'cup', 'color': 'blue', 'position': 'right', 'size': 'small'}]",cup
"[{'type': 'cup', 'color': 'red', 'position': 'left', 'size': 'small'}, {'type': 'cup', 'color': 'red', 'position': 'left', 'size': 'big'}, {'type': 'bottle', 'color': 'red', 'position': 'right', 'size': 'big'}, {'type': 'bottle', 'color': 'red', 'position': 'right', 'size': 'small'}]",bottle
"[{'type': 'cup', 'color': 'red', 'position': 'left', 'size': 'big'}, {'type': 'cup', 'color': 'blue', 'position': 'right', 'size': 'small'}, {'type': 'bottle', 'color': 'blue', 'position': 'right', 'size': 'big'}, {'type': 'bottle', 'color': 'blue', 'position': 'left', 'size': 'big'}, {'type': 'bottle', 'color': 'blue', 'position': 'right', 'size': 'big'}, {'type': 'cup', 'color': 'blue', 'position': 'left', 'size': 'small'}, {'type': 'cup', 'color': 'blue', 'position': 'right', 'size': 'big'}, {'type': 'bottle', 'color': 'red', 'position': 'right', 'size': 'big'}, {'type': 'cup', 'color': 'red', 'position': 'left', 'size': 'small'}]",bottle
"[{'type': 'cup', 'color': 'red', 'position': 'left', 'size': 'small'}, {'type': 'cup', 'color': 'blue', 'position': 'left', 'size': 'small'}, {'type': 'cup', 'color': 'blue', 'position': 'right', 'size': 'big'}, {'type': 'cup', 'color': 'blue', 'position': 'left', 'size': 'small'}, {'type': 'bottle', 'color': 'red', 'position': 'left', 'size': 'big'}, {'type': 'bottle', 'color': 'red', 'position': 'left', 'size': 'small'}, {'type': 'bottle', 'color': 'blue', 'position': 'left', 'size': 'big'}, {'type': 'bottle', 'color': 'blue', 'position': 'right', 'size': 'small'}]",cup
"[{'type': 'cup', 'color': 'red', 'position': 'left', 'size': 'small'}, {'type': 'bottle', 'color': 'red', 'position': 'left', 'size': 'big'}, {'type': 'cup', 'color': 'red', 'position': 'right', 'size': 'small'}, {'type': 'bottle', 'color': 'red', 'position': 'right', 'size': 'big'}, {'type': 'bottle', 'color': 'red', 'position': 'left', 'size': 'big'}, {'type': 'cup', 'color': 'red', 'position': 'left', 'size': 'big'}]",bottle
"[{'type': 'bottle', 'color': 'blue', 'position': 'right', 'size': 'big'}, {'type': 'cup', 'color': 'red', 'position': 'right', 'size': 'small'}, {'type': 'cup', 'color': 'red', 'position': 'right', 'size': 'big'}]",cup
"[{'type': 'cup', 'color': 'blue', 'position': 'right', 'size': 'big'}, {'type': 'cup', 'color': 'blue', 'position': 'left', 'size': 'small'}, {'type': 'bottle', 'color': 'blue', 'position': 'right', 'size': 'big'}, {'type': 'cup', 'color': 'red', 'position': 'right', 'size': 'small'}, {'type': 'cup', 'color': 'red', 'position': 'right', 'size': 'small'}, {'type': 'cup', 'color': 'red', 'position': 'right', 'size': 'small'}, {'type': 'bottle', 'color': 'red', 'position': 'right', 'size': 'big'}]",cup
"[{'type': 'bottle', 'color': 'red', 'position': 'left', 'size': 'small'}, {'type': 'bottle', 'color': 'blue', 'position': 'left', 'size': 'small'}]",cup
"[{'type': 'bottle', 'color': 'blue', 'position': 'right', 'size': 'small'}, {'type': 'bottle', 'color': 'blue', 'position': 'left', 'size': 'small'}, {'type': 'cup', 'color': 'red', 'position': 'left', 'size': 'big'}, {'type': 'cup', 'color': 'red', 'position': 'right', 'size': 'big'}, {'type': 'bottle', 'color': 'blue', 'position': 'right', 'size': 'small'}, {'type': 'cup', 'color': 'blue', 'position': 'right', 'size': 'small'}, {'type': 'cup', 'color': 'blue', 'position': 'right', 'size': 'small'}, {'type': 'cup', 'color': 'blue', 'position': 'left', 'size': 'small'}, {'type': 'bottle', 'color': 'red', 'position': 'left', 'size': 'small'}]",cup
"[{'type': 'cup', 'color': 'blue', 'position': 'left', 'size': 'small'}, {'type': 'bottle', 'color': 'blue', 'position': 'right', 'size': 'small'}, {'type': 'bottle', 'color': 'blue', 'position': 'right', 'size': 'big'}, {'type': 'cup', 'color': 'red', 'position': 'right', 'size': 'small'}, {'type': 'cup', 'color': 'red', 'position': 'left', 'size': 'big'}, {'type': 'cup', 'color': 'blue', 'position': 'right', 'size': 'small'}, {'type': 'cup', 'color': 'red', 'position': 'right', 'size': 'big'}, {'type': 'bottle', 'color': 'red', 'position': 'left', 'size': 'small'}, {'type': 'bottle', 'color': 'red', 'position': 'left', 'size': 'big'}, {'type': 'bottle', 'color': 'blue', 'position': 'left', 'size': 'small'}]",cup
"[{'type': 'bottle', 'color': 'red', 'position': 'left', 'size': 'small'}, {'type': 'bottle', 'color': 'blue', 'position': 'left', 'size': 'big'}, {'type': 'bottle', 'color': 'blue', 'position': 'right', 'size': 'small'}, {'type': 'bottle', 'color': 'red', 'position': 'right', 'size': 'big'}, {'type': 'bottle', 'color': 'red', 'position': 'right', 'size': 'big'}]",bottle
"[{'type': 'bottle', 'color': 'blue', 'position': 'right', 'size': 'big'}, {'type': 'cup', 'color': 'red', 'position': 'left', 'size': 'small'}, {'type': 'bottle', 'color': 'red', 'position': 'left', 'size': 'big'}]",bottle
"[{'type': 'cup', 'color': 'red', 'position': 'left', 'size': 'big'}, {'type': 'bottle', 'color': 'blue', 'position': 'left', 'size': 'small'}, {'type': 'bottle', 'color': 'blue', 'position': 'right', 'size': 'small'}, {'type': 'cup', 'color': 'blue', 'position': 'right', 'size': 'small'}, {'type': 'bottle', 'color': 'blue', 'position': 'right', 'size': 'big'}, {'type': 'bottle', 'color': 'blue', 'position': 'right', 'size': 'big'}, {'type': 'bottle', 'color': 'red', 'position': 'left', 'size': 'small'}, {'type': 'bottle', 'color': 'red', 'position': 'left', 'size': 'small'}]",bottle
"[{'type': 'cup', 'color': 'blue', 'position': 'left', 'size': 'small'}, {'type': 'cup', 'color': 'blue', 'position': 'right', 'size': 'small'}, {'type': 'bottle', 'color': 'blue', 'position': 'right', 'size': 'big'}, {'type': 'bottle', 'color': 'blue', 'position': 'left', 'size': 'big'}, {'type': 'cup', 'color': 'blue', 'position': 'right', 'size': 'small'}, {'type': 'cup', 'color': 'blue', 'position': 'right', 'size': 'big'}]",cup
"[{'type': 'cup', 'color': 'blue', 'position': 'right', 'size': 'big'}, {'type': 'cup', 'color': 'red', 'position': 'right', 'size': 'big'}, {'type': 'bottle', 'color': 'red', 'position': 'right', 'size': 'big'}, {'type': 'bottle', 'color': 'red', 'position': 'right', 'size': 'big'}]",bottle
